Algoritmo,Funcao_Custo,Funcao_Heuristica,Custo_Caminho,Nos_Gerados,Nos_Visitados,Caminho_Encontrado,Farmacias
Busca A*,custo_c1,heuristica_euclidiana,190,162,134,"[(22, 29), (22, 28), (22, 27), (22, 26), (21, 26), (20, 26), (19, 26), (18, 26), (17, 26), (16, 26), (15, 26), (14, 26), (13, 26), (12, 26), (11, 26), (10, 26), (9, 26), (8, 26), (7, 26), (7, 25)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,190,58,20,"[(22, 29), (21, 29), (20, 29), (19, 29), (18, 29), (17, 29), (16, 29), (15, 29), (14, 29), (13, 29), (12, 29), (11, 29), (10, 29), (9, 29), (8, 29), (7, 29), (7, 28), (7, 27), (7, 26), (7, 25)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,265,890,826,"[(22, 29), (21, 29), (20, 29), (19, 29), (18, 29), (17, 29), (16, 29), (15, 29), (14, 29), (13, 29), (12, 29), (11, 29), (10, 29), (9, 29), (8, 29), (7, 29), (7, 28), (7, 27), (7, 26), (7, 25)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,270,335,282,"[(22, 29), (21, 29), (20, 29), (19, 29), (18, 29), (17, 29), (16, 29), (15, 29), (14, 29), (13, 29), (13, 28), (12, 28), (11, 28), (11, 27), (11, 26), (10, 26), (10, 25), (9, 25), (8, 25), (7, 25)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,265,195,122,"[(22, 29), (22, 28), (22, 27), (22, 26), (22, 25), (21, 25), (20, 25), (19, 25), (18, 25), (17, 25), (16, 25), (15, 25), (14, 25), (13, 25), (12, 25), (11, 25), (10, 25), (9, 25), (8, 25), (7, 25)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,223,790,730,"[(22, 29), (21, 29), (20, 29), (19, 29), (18, 29), (17, 29), (16, 29), (15, 29), (14, 29), (13, 29), (12, 29), (11, 29), (10, 29), (9, 29), (8, 29), (7, 29), (7, 28), (7, 27), (7, 26), (7, 25)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,224,259,211,"[(22, 29), (21, 29), (20, 29), (19, 29), (18, 29), (17, 29), (16, 29), (15, 29), (14, 29), (13, 29), (12, 29), (11, 29), (10, 29), (9, 29), (8, 29), (7, 29), (7, 28), (7, 27), (7, 26), (7, 25)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,225,166,94,"[(22, 29), (22, 28), (22, 27), (22, 26), (22, 25), (21, 25), (20, 25), (19, 25), (18, 25), (17, 25), (16, 25), (15, 25), (14, 25), (13, 25), (12, 25), (11, 25), (10, 25), (9, 25), (8, 25), (7, 25)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,175,685,623,"[(22, 29), (21, 29), (20, 29), (19, 29), (18, 29), (17, 29), (16, 29), (15, 29), (14, 29), (13, 29), (12, 29), (11, 29), (10, 29), (9, 29), (8, 29), (7, 29), (7, 28), (7, 27), (7, 26), (7, 25)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,176,159,94,"[(22, 29), (21, 29), (20, 29), (19, 29), (18, 29), (17, 29), (16, 29), (15, 29), (14, 29), (13, 29), (12, 29), (11, 29), (10, 29), (9, 29), (8, 29), (7, 29), (7, 28), (7, 27), (7, 26), (7, 25)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,175,58,20,"[(22, 29), (22, 28), (22, 27), (22, 26), (22, 25), (21, 25), (20, 25), (19, 25), (18, 25), (17, 25), (16, 25), (15, 25), (14, 25), (13, 25), (12, 25), (11, 25), (10, 25), (9, 25), (8, 25), (7, 25)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,150,424,383,"[(2, 4), (3, 4), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 16), (4, 17)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,150,120,86,"[(2, 4), (3, 4), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 16), (4, 17)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,150,99,67,"[(2, 4), (3, 4), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 16), (4, 17)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,160,348,310,"[(2, 4), (3, 4), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 16), (4, 17)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,160,102,46,"[(2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (3, 17), (4, 17)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,185,130,71,"[(2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (2, 18), (3, 18), (4, 18), (4, 17)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,153,390,351,"[(2, 4), (3, 4), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 16), (4, 17)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,151,91,43,"[(2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (3, 17), (4, 17)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,151,56,20,"[(2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (3, 17), (4, 17)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,149,474,430,"[(2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 16), (2, 17), (3, 17), (4, 17)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,136,56,22,"[(2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (3, 13), (3, 14), (4, 14), (4, 15), (4, 16), (4, 17)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,140,46,16,"[(2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (3, 9), (3, 10), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (4, 15), (4, 16), (4, 17)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,230,1399,1339,"[(14, 23), (14, 22), (14, 21), (14, 20), (14, 19), (14, 18), (14, 17), (14, 16), (14, 15), (14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (14, 3), (13, 3), (12, 3), (11, 3)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,230,201,149,"[(14, 23), (14, 22), (14, 21), (14, 20), (14, 19), (14, 18), (14, 17), (14, 16), (14, 15), (14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (13, 4), (12, 4), (11, 4), (11, 3)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,230,70,24,"[(14, 23), (13, 23), (12, 23), (11, 23), (11, 22), (11, 21), (11, 20), (11, 19), (11, 18), (11, 17), (11, 16), (11, 15), (11, 14), (11, 13), (11, 12), (11, 11), (11, 10), (11, 9), (11, 8), (11, 7), (11, 6), (11, 5), (11, 4), (11, 3)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,245,1228,1138,"[(14, 23), (13, 23), (12, 23), (11, 23), (11, 22), (11, 21), (11, 20), (11, 19), (11, 18), (11, 17), (11, 16), (11, 15), (11, 14), (11, 13), (11, 12), (11, 11), (11, 10), (11, 9), (11, 8), (11, 7), (11, 6), (11, 5), (11, 4), (11, 3)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,250,228,113,"[(14, 23), (13, 23), (12, 23), (12, 22), (12, 21), (12, 20), (12, 19), (12, 18), (12, 17), (12, 16), (12, 15), (12, 14), (12, 13), (12, 12), (12, 11), (12, 10), (12, 9), (12, 8), (12, 7), (12, 6), (12, 5), (12, 4), (12, 3), (11, 3)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,245,110,44,"[(14, 23), (14, 22), (14, 21), (14, 20), (14, 19), (14, 18), (14, 17), (14, 16), (14, 15), (14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (14, 3), (13, 3), (12, 3), (11, 3)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,233,1358,1283,"[(14, 23), (14, 22), (14, 21), (14, 20), (14, 19), (14, 18), (14, 17), (14, 16), (14, 15), (14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (14, 3), (13, 3), (12, 3), (11, 3)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,233,198,101,"[(14, 23), (14, 22), (14, 21), (14, 20), (14, 19), (14, 18), (14, 17), (14, 16), (14, 15), (14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (14, 3), (13, 3), (12, 3), (11, 3)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,234,108,43,"[(14, 23), (14, 22), (14, 21), (14, 20), (14, 19), (14, 18), (14, 17), (14, 16), (14, 15), (14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (13, 8), (13, 7), (13, 6), (13, 5), (13, 4), (12, 4), (11, 4), (11, 3)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,218,1481,1426,"[(14, 23), (14, 22), (14, 21), (14, 20), (14, 19), (14, 18), (14, 17), (14, 16), (14, 15), (14, 14), (14, 13), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (14, 3), (13, 3), (12, 3), (11, 3)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,207,106,47,"[(14, 23), (14, 22), (14, 21), (14, 20), (14, 19), (14, 18), (14, 17), (14, 16), (14, 15), (14, 14), (13, 14), (13, 13), (12, 13), (12, 12), (12, 11), (12, 10), (12, 9), (12, 8), (12, 7), (12, 6), (12, 5), (11, 5), (11, 4), (11, 3)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,224,70,24,"[(14, 23), (14, 22), (14, 21), (14, 20), (14, 19), (13, 19), (12, 19), (11, 19), (11, 18), (11, 17), (11, 16), (11, 15), (11, 14), (11, 13), (11, 12), (11, 11), (11, 10), (11, 9), (11, 8), (11, 7), (11, 6), (11, 5), (11, 4), (11, 3)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,150,775,697,"[(25, 16), (26, 16), (27, 16), (27, 17), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (27, 24), (27, 25), (27, 26), (27, 27), (27, 28), (27, 29)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,150,120,86,"[(25, 16), (26, 16), (27, 16), (27, 17), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (27, 24), (27, 25), (27, 26), (27, 27), (27, 28), (27, 29)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,150,99,67,"[(25, 16), (26, 16), (27, 16), (27, 17), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (27, 24), (27, 25), (27, 26), (27, 27), (27, 28), (27, 29)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,160,636,565,"[(25, 16), (26, 16), (27, 16), (27, 17), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (27, 24), (27, 25), (27, 26), (27, 27), (27, 28), (27, 29)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,160,102,46,"[(25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (25, 28), (25, 29), (26, 29), (27, 29)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,185,127,71,"[(25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (25, 28), (25, 29), (25, 30), (26, 30), (27, 30), (27, 29)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,153,694,618,"[(25, 16), (26, 16), (27, 16), (27, 17), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (27, 24), (27, 25), (27, 26), (27, 27), (27, 28), (27, 29)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,151,91,43,"[(25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (25, 28), (25, 29), (26, 29), (27, 29)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,151,56,20,"[(25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (25, 28), (25, 29), (26, 29), (27, 29)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,149,816,731,"[(25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (25, 28), (25, 29), (26, 29), (27, 29)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,136,56,22,"[(25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (25, 25), (26, 25), (26, 26), (27, 26), (27, 27), (27, 28), (27, 29)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,140,46,16,"[(25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (26, 21), (26, 22), (27, 22), (27, 23), (27, 24), (27, 25), (27, 26), (27, 27), (27, 28), (27, 29)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,320,1624,1580,"[(28, 14), (28, 13), (28, 12), (28, 11), (28, 10), (28, 9), (28, 8), (28, 7), (28, 6), (28, 5), (28, 4), (28, 3), (28, 2), (27, 2), (26, 2), (25, 2), (24, 2), (23, 2), (22, 2), (21, 2), (20, 2), (19, 2), (18, 2), (17, 2), (16, 2), (15, 2), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,320,675,608,"[(28, 14), (28, 13), (28, 12), (28, 11), (28, 10), (28, 9), (28, 8), (28, 7), (28, 6), (28, 5), (28, 4), (28, 3), (27, 3), (26, 3), (25, 3), (24, 3), (23, 3), (22, 3), (21, 3), (20, 3), (19, 3), (18, 3), (17, 3), (16, 3), (15, 3), (14, 3), (13, 3), (12, 3), (11, 3), (10, 3), (9, 3), (8, 3), (8, 2)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,320,97,33,"[(28, 14), (27, 14), (26, 14), (25, 14), (24, 14), (23, 14), (22, 14), (21, 14), (20, 14), (19, 14), (18, 14), (17, 14), (16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (8, 13), (8, 12), (8, 11), (8, 10), (8, 9), (8, 8), (8, 7), (8, 6), (8, 5), (8, 4), (8, 3), (8, 2)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,420,1563,1514,"[(28, 14), (27, 14), (26, 14), (25, 14), (24, 14), (23, 14), (22, 14), (21, 14), (20, 14), (19, 14), (18, 14), (17, 14), (16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (8, 13), (8, 12), (8, 11), (8, 10), (8, 9), (8, 8), (8, 7), (8, 6), (8, 5), (8, 4), (8, 3), (8, 2)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,425,937,865,"[(28, 14), (27, 14), (26, 14), (26, 13), (25, 13), (24, 13), (23, 13), (23, 12), (23, 11), (23, 10), (23, 9), (23, 8), (22, 8), (22, 7), (21, 7), (21, 6), (20, 6), (20, 5), (19, 5), (19, 4), (18, 4), (18, 3), (17, 3), (17, 2), (16, 2), (15, 2), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,420,425,280,"[(28, 14), (28, 13), (28, 12), (28, 11), (28, 10), (28, 9), (28, 8), (28, 7), (28, 6), (28, 5), (28, 4), (28, 3), (28, 2), (27, 2), (26, 2), (25, 2), (24, 2), (23, 2), (22, 2), (21, 2), (20, 2), (19, 2), (18, 2), (17, 2), (16, 2), (15, 2), (14, 2), (13, 2), (12, 2), (11, 2), (10, 2), (9, 2), (8, 2)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,368,1575,1523,"[(28, 14), (27, 14), (26, 14), (25, 14), (24, 14), (23, 14), (22, 14), (21, 14), (20, 14), (19, 14), (18, 14), (17, 14), (16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (8, 13), (8, 12), (8, 11), (8, 10), (8, 9), (8, 8), (8, 7), (8, 6), (8, 5), (8, 4), (8, 3), (8, 2)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,363,839,754,"[(28, 14), (27, 14), (26, 14), (25, 14), (24, 14), (23, 14), (22, 14), (21, 14), (20, 14), (19, 14), (18, 14), (17, 14), (16, 14), (15, 14), (14, 14), (13, 14), (13, 13), (13, 12), (13, 11), (13, 10), (13, 9), (12, 9), (11, 9), (11, 8), (11, 7), (11, 6), (11, 5), (10, 5), (9, 5), (8, 5), (8, 4), (8, 3), (8, 2)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,367,624,401,"[(28, 14), (28, 13), (28, 12), (27, 12), (26, 12), (25, 12), (24, 12), (23, 12), (22, 12), (22, 11), (22, 10), (22, 9), (22, 8), (22, 7), (21, 7), (20, 7), (19, 7), (18, 7), (18, 6), (18, 5), (18, 4), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (12, 3), (11, 3), (10, 3), (9, 3), (8, 3), (8, 2)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,310,1572,1510,"[(28, 14), (27, 14), (26, 14), (25, 14), (24, 14), (23, 14), (22, 14), (21, 14), (20, 14), (19, 14), (18, 14), (17, 14), (16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (9, 13), (8, 13), (8, 12), (8, 11), (8, 10), (8, 9), (8, 8), (8, 7), (8, 6), (8, 5), (8, 4), (8, 3), (8, 2)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,282,540,413,"[(28, 14), (28, 13), (28, 12), (27, 12), (26, 12), (25, 12), (24, 12), (23, 12), (22, 12), (21, 12), (20, 12), (19, 12), (18, 12), (17, 12), (16, 12), (15, 12), (14, 12), (14, 11), (14, 10), (14, 9), (14, 8), (13, 8), (13, 7), (12, 7), (11, 7), (10, 7), (9, 7), (9, 6), (9, 5), (9, 4), (9, 3), (9, 2), (8, 2)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,285,127,53,"[(28, 14), (28, 13), (28, 12), (28, 11), (28, 10), (27, 10), (26, 10), (25, 10), (24, 10), (23, 10), (22, 10), (21, 10), (20, 10), (19, 10), (18, 10), (18, 9), (18, 8), (18, 7), (18, 6), (18, 5), (18, 4), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (13, 3), (12, 3), (11, 3), (10, 3), (9, 3), (9, 2), (8, 2)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,120,302,256,"[(0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,120,25,13,"[(0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,120,25,13,"[(0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,120,218,180,"[(0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,120,25,13,"[(0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,120,25,13,"[(0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,120,284,240,"[(0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,120,25,13,"[(0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_manhattan,120,25,13,"[(0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c4,N/A,120,420,366,"[(0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_euclidiana,120,25,13,"[(0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26)]",resultados_experimento_2.csv
Busca A*,custo_c4,heuristica_manhattan,120,25,13,"[(0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c1,N/A,290,1817,1800,"[(13, 12), (14, 12), (15, 12), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (22, 12), (23, 12), (24, 12), (25, 12), (25, 13), (25, 14), (25, 15), (25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (25, 28), (25, 29)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_euclidiana,290,655,579,"[(13, 12), (14, 12), (15, 12), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (22, 12), (23, 12), (24, 12), (25, 12), (25, 13), (25, 14), (25, 15), (25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (25, 28), (25, 29)]",resultados_experimento_2.csv
Busca A*,custo_c1,heuristica_manhattan,290,497,437,"[(13, 12), (14, 12), (15, 12), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (22, 12), (23, 12), (24, 12), (25, 12), (25, 13), (25, 14), (25, 15), (25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (25, 28), (25, 29)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c2,N/A,350,1801,1778,"[(13, 12), (14, 12), (15, 12), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (22, 12), (23, 12), (24, 12), (25, 12), (25, 13), (25, 14), (25, 15), (25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (25, 28), (25, 29)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_euclidiana,355,747,632,"[(13, 12), (13, 13), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (13, 22), (13, 23), (13, 24), (13, 25), (13, 26), (13, 27), (13, 28), (14, 28), (15, 28), (16, 28), (17, 28), (18, 28), (19, 28), (20, 28), (21, 28), (22, 28), (23, 28), (24, 28), (25, 28), (25, 29)]",resultados_experimento_2.csv
Busca A*,custo_c2,heuristica_manhattan,375,606,497,"[(13, 12), (13, 13), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (13, 22), (13, 23), (13, 24), (13, 25), (13, 26), (13, 27), (13, 28), (13, 29), (13, 30), (14, 30), (15, 30), (16, 30), (17, 30), (18, 30), (19, 30), (20, 30), (21, 30), (22, 30), (23, 30), (24, 30), (25, 30), (25, 29)]",resultados_experimento_2.csv
Busca de Custo Uniforme,custo_c3,N/A,320,1814,1792,"[(13, 12), (14, 12), (15, 12), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (22, 12), (23, 12), (24, 12), (25, 12), (25, 13), (25, 14), (25, 15), (25, 16), (25, 17), (25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (25, 28), (25, 29)]",resultados_experimento_2.csv
Busca A*,custo_c3,heuristica_euclidiana,326,757,663,"[(13, 12), (13, 13), (13, 14), (13, 15), (13, 16), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (13, 22), (13, 23), (13, 24), (14, 24), (15, 24), (16, 24), (17, 24), (18, 24), (19, 24), (20, 24), (21, 24), (22, 24), (23, 24), (24, 24), (25, 24), (25, 25), (25, 26), (25, 27), (25, 28), (25, 29)]",resultados_experimento_2.csv
